Query,title,Label,Product Description,,description,brand,price,availability
Behr interior paints around $20,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,1,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, offering low odor and a mildew-resistant finish, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Wild mushroom interior paints below $20,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,1,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, offering low odor and a mildew-resistant finish, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Premium paints under $20,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,1,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, offering low odor and a mildew-resistant finish, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Premium paints under $20,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,1,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, a low-odor paint that resists mildew, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Behr interior paints below $20,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,1,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, a durable and mildew-resistant paint, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Behr wall paints below $10,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,0,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, mildew-resistant finish, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Behr paint under $5,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,0,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Blue paint samples under $5,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,0,"BEHR PREMIUM PLUS 1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Interior Paint & Primer, mildew-resistant, priced at $15.48.",,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,15.48,InStock
Outdoor lounge chairs with cushions under $200,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,1,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions, a foldable chaise lounge with an ergonomic backrest and portable design for easy storage, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Costway lounge chairs under $200,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,1,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions, a foldable chaise lounge with an ergonomic backrest and portable design for easy storage, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Adjustable chaise lounges under $200,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,1,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions, a comfortable and foldable chaise lounge, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Outdoor lounge chairs under $100,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,0,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions, foldable with ergonomic backrest, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Tall patio chairs below $100,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,0,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Adjustable lounge chair for outdoor,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,1,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions, ergonomic design, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Adjustable chaise lounge,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,1,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions, foldable chaise, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Compact desk lamps,Adjustable Height Chaise Fabric Outdoor Lounge Chair with Black Cushions,0,"Costway Adjustable Height Chaise Fabric Outdoor Lounge Chair, comfortable folding lounge chair, priced at $185.28.",,"This cozy folding chaise lounge is quite a perfect choice for you to enjoy your sunbath or take a nap on the balcony, backyard, garden, etc. Combined with high-quality fabric and sturdy steel frame, this lounge chair is durable and can be used all year round. Its ergonomic backrest can be adjusted to 7 different positions to meet your different needs and provide you with a comfortable experience. Besides, we also offer extra removable pillow and cushion for you. You can have a relaxing time with this practical chaise. And the portable design makes it convenient to move and carry for indoor or outdoor use. Also, you can fold this lounge quickly for easy storage and saving space. If you are looking for a chaise lounge like this, do not hesitate to buy it.",Costway,185.28,InStock
Behr paint cans above $100,5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint,1,"BEHR PRO 5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint, providing professional quality with excellent coverage and durability, priced at $118.",,"BEHR PRO i300 Semi-Gloss Interior Paint has a sleek, radiant sheen appearance. This professional quality latex paint has superior hide and coverage, excellent sprayability, spray and back-roll, and superior touch-up. Use on properly prepared and primed drywall, concrete, masonry, wood and metal surfaces in both residential and commercial applications.",BEHR PRO,118,InStock
Behr 5-gallon paints for interior walls above $100,5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint,1,"BEHR PRO 5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint, providing professional quality with excellent coverage and durability, priced at $118.",,"BEHR PRO i300 Semi-Gloss Interior Paint has a sleek, radiant sheen appearance. This professional quality latex paint has superior hide and coverage, excellent sprayability, spray and back-roll, and superior touch-up. Use on properly prepared and primed drywall, concrete, masonry, wood and metal surfaces in both residential and commercial applications.",BEHR PRO,118,InStock
Behr 5-gallon paints for interior walls above $100,5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint,1,"BEHR PRO 5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint, a professional-quality paint with excellent coverage and durability, priced at $118.",,"BEHR PRO i300 Semi-Gloss Interior Paint has a sleek, radiant sheen appearance. This professional quality latex paint has superior hide and coverage, excellent sprayability, spray and back-roll, and superior touch-up. Use on properly prepared and primed drywall, concrete, masonry, wood and metal surfaces in both residential and commercial applications.",BEHR PRO,118,InStock
Professional paint cans around $100,5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint,1,"BEHR PRO 5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint, professional quality paint, priced at $118.",,"BEHR PRO i300 Semi-Gloss Interior Paint has a sleek, radiant sheen appearance. This professional quality latex paint has superior hide and coverage, excellent sprayability, spray and back-roll, and superior touch-up. Use on properly prepared and primed drywall, concrete, masonry, wood and metal surfaces in both residential and commercial applications.",BEHR PRO,118,InStock
Affordable paint under $10,5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint,0,"BEHR PRO 5 gal. #650C-2 Powdery Mist Semi-Gloss Interior Paint, professional quality paint, priced at $118.",,"BEHR PRO i300 Semi-Gloss Interior Paint has a sleek, radiant sheen appearance. This professional quality latex paint has superior hide and coverage, excellent sprayability, spray and back-roll, and superior touch-up. Use on properly prepared and primed drywall, concrete, masonry, wood and metal surfaces in both residential and commercial applications.",BEHR PRO,118,InStock
Multi-functional tables under $200,Adjustable Vinyl Fence Post Base Trim,1,"Veranda Adjustable Vinyl Fence Post Base Trim, a low-maintenance vinyl post trim that resists fading and adds an attractive finish to vinyl fences, priced at $15.40.",,"Add an attractive and practical embellishment to your vinyl fence project with decorative Veranda post base trim. Built to last, this low-maintenance vinyl post base trim resists fading and discoloring. Installation to the bottom of a post is quick and easy.",Veranda,15.4,InStock
Multi-functional tables under $200,Adjustable Vinyl Fence Post Base Trim,1,"Veranda Adjustable Vinyl Fence Post Base Trim, a low-maintenance vinyl post trim that resists fading and adds an attractive finish to vinyl fences, priced at $15.40.",,"Add an attractive and practical embellishment to your vinyl fence project with decorative Veranda post base trim. Built to last, this low-maintenance vinyl post base trim resists fading and discoloring. Installation to the bottom of a post is quick and easy.",Veranda,15.4,InStock
Black Computer Desks above $300,Black Computer Desk,1,"Unbranded Black Computer Desk, a contemporary corner desk with storage drawers and a sleek black design, priced at $374.",,"That unused corner in your home just got filled with this perfectly angled, contemporary style, corner computer desk with thick paneling. The black metal framing elevates the whole design into a stylish and practical workspace. This desk provides plenty of storage options, with a single long drawer accented with sleek black handles, and open bottom shelving for books and other office essentials within easy reach. Finished in a contrasting two tone black and grey on all sides also allows you to bring it to the center of the room for all to admire. This unique style corner desk has everything you need to create your personal home office setup. Assembly is required.",Unbranded,374,InStock
Black Computer Desks above $300,Black Computer Desk,1,"Unbranded Black Computer Desk, a contemporary corner desk with storage drawers and a sleek black design, priced at $374.",,"That unused corner in your home just got filled with this perfectly angled, contemporary style, corner computer desk with thick paneling. The black metal framing elevates the whole design into a stylish and practical workspace. This desk provides plenty of storage options, with a single long drawer accented with sleek black handles, and open bottom shelving for books and other office essentials within easy reach. Finished in a contrasting two tone black and grey on all sides also allows you to bring it to the center of the room for all to admire. This unique style corner desk has everything you need to create your personal home office setup. Assembly is required.",Unbranded,374,InStock
Adjustable desks around $300,"30 in. Height Adjustable Mobile Laptop Desk, White Lacquered Aluminum Base with MDF Top",1,"Unbranded Height Adjustable Mobile Laptop Desk, a portable desk with an adjustable height and locking caster wheels, priced at $304.53.",,"With its compact frame and locking caster wheels, this adjustable standing desk provides an ideal on-the-go workspace so you can tackle your to-do list from any spot in your home or office. This portable standing desk is crafted with a silver-finished steel frame and an engineered wood top with the capacity to support up to 40 lbs. Since this desk adjusts in height to either 30.75"" or 40"" tall, you can choose to sit or stand depending on your needs.",Unbranded,304.53,InStock
Adjustable desks around $300,"30 in. Height Adjustable Mobile Laptop Desk, White Lacquered Aluminum Base with MDF Top",1,"Unbranded Height Adjustable Mobile Laptop Desk, a portable desk with an adjustable height and locking caster wheels, priced at $304.53.",,"With its compact frame and locking caster wheels, this adjustable standing desk provides an ideal on-the-go workspace so you can tackle your to-do list from any spot in your home or office. This portable standing desk is crafted with a silver-finished steel frame and an engineered wood top with the capacity to support up to 40 lbs. Since this desk adjusts in height to either 30.75"" or 40"" tall, you can choose to sit or stand depending on your needs.",Unbranded,304.53,InStock
Height adjustable desks around $300,"30 in. Height Adjustable Mobile Laptop Desk, White Lacquered Aluminum Base with MDF Top",1,"Unbranded Height Adjustable Mobile Laptop Desk, a portable desk with an adjustable height and locking caster wheels, priced at $304.53.",,"With its compact frame and locking caster wheels, this adjustable standing desk provides an ideal on-the-go workspace so you can tackle your to-do list from any spot in your home or office. This portable standing desk is crafted with a silver-finished steel frame and an engineered wood top with the capacity to support up to 40 lbs. Since this desk adjusts in height to either 30.75"" or 40"" tall, you can choose to sit or stand depending on your needs.",Unbranded,304.53,InStock
Adjustable height standing desks under $50,"30 in. Height Adjustable Mobile Laptop Desk, White Lacquered Aluminum Base with MDF Top",0,"Unbranded Height Adjustable Mobile Laptop Desk, portable and locking casters, priced at $304.53.",,"With its compact frame and locking caster wheels, this adjustable standing desk provides an ideal on-the-go workspace so you can tackle your to-do list from any spot in your home or office. This portable standing desk is crafted with a silver-finished steel frame and an engineered wood top with the capacity to support up to 40 lbs. Since this desk adjusts in height to either 30.75"" or 40"" tall, you can choose to sit or stand depending on your needs.",Unbranded,304.53,InStock
Portable laptop desks under $50,"30 in. Height Adjustable Mobile Laptop Desk, White Lacquered Aluminum Base with MDF Top",0,"Unbranded Height Adjustable Mobile Laptop Desk with locking caster wheels, priced at $304.53.",,"With its compact frame and locking caster wheels, this adjustable standing desk provides an ideal on-the-go workspace so you can tackle your to-do list from any spot in your home or office. This portable standing desk is crafted with a silver-finished steel frame and an engineered wood top with the capacity to support up to 40 lbs. Since this desk adjusts in height to either 30.75"" or 40"" tall, you can choose to sit or stand depending on your needs.",Unbranded,304.53,InStock
Adjustable lounge chair for outdoor,"30 in. Height Adjustable Mobile Laptop Desk, White Lacquered Aluminum Base with MDF Top",0,"Unbranded Height Adjustable Mobile Laptop Desk, rolling desk for home use, priced at $304.53.",,"With its compact frame and locking caster wheels, this adjustable standing desk provides an ideal on-the-go workspace so you can tackle your to-do list from any spot in your home or office. This portable standing desk is crafted with a silver-finished steel frame and an engineered wood top with the capacity to support up to 40 lbs. Since this desk adjusts in height to either 30.75"" or 40"" tall, you can choose to sit or stand depending on your needs.",Unbranded,304.53,InStock
Adjustable height office desk,"30 in. Height Adjustable Mobile Laptop Desk, White Lacquered Aluminum Base with MDF Top",1,"Unbranded Height Adjustable Mobile Laptop Desk, portable desk with adjustable height and locking casters, priced at $304.53.",,"With its compact frame and locking caster wheels, this adjustable standing desk provides an ideal on-the-go workspace so you can tackle your to-do list from any spot in your home or office. This portable standing desk is crafted with a silver-finished steel frame and an engineered wood top with the capacity to support up to 40 lbs. Since this desk adjusts in height to either 30.75"" or 40"" tall, you can choose to sit or stand depending on your needs.",Unbranded,304.53,InStock
Rolling stand-up desks under $200,40 in. W Rectangular Old Elm Wood and Black Computer Desk,1,"Outopee 40 in. W Rectangular Old Elm Wood Computer Desk, a lightweight and durable desk made of premium wood, priced at $75.79.",,"Adopting premium wood material, this computer desk is lightweight yet durable to sustain certain weight. Thanks to its uncanny workmanship on details, this computer desk looks elegant and actually with good quality. You can deal with your daily study or work on this reliable desk.",Outopee,75.79,InStock
Rolling stand-up desks under $200,40 in. W Rectangular Old Elm Wood and Black Computer Desk,1,"Outopee 40 in. W Rectangular Old Elm Wood Computer Desk, a lightweight and durable desk made of premium wood, priced at $75.79.",,"Adopting premium wood material, this computer desk is lightweight yet durable to sustain certain weight. Thanks to its uncanny workmanship on details, this computer desk looks elegant and actually with good quality. You can deal with your daily study or work on this reliable desk.",Outopee,75.79,InStock
Adjustable height desks below $300,40 in. W Rectangular Old Elm Wood and Black Computer Desk,1,"Outopee 40 in. W Rectangular Old Elm Wood Computer Desk, an adjustable height desk made of premium wood, priced at $75.79.",,"Adopting premium wood material, this computer desk is lightweight yet durable to sustain certain weight. Thanks to its uncanny workmanship on details, this computer desk looks elegant and actually with good quality. You can deal with your daily study or work on this reliable desk.",Outopee,75.79,InStock
White desks under $200,Athena 40.5 in White Marble Computer Desk with Storage,1,"Novogratz Athena 40.5 in. White Marble Computer Desk with Storage, a stylish desk with a faux marble finish, perfect for mid-century decor, priced at $97.57.",,"Add some mid-century style to your space with the Novogratz Athena Computer Desk with Storage. This easy to clean Desk features a faux white marble finish on the PVC laminated particleboard that pairs with the gold powder-coated metal hairpin legs for an elegant, retro style.",Novogratz,97.57,InStock
White desks under $200,Athena 40.5 in White Marble Computer Desk with Storage,1,"Novogratz Athena 40.5 in. White Marble Computer Desk with Storage, a stylish desk with a faux marble finish, perfect for mid-century decor, priced at $97.57.",,"Add some mid-century style to your space with the Novogratz Athena Computer Desk with Storage. This easy to clean Desk features a faux white marble finish on the PVC laminated particleboard that pairs with the gold powder-coated metal hairpin legs for an elegant, retro style.",Novogratz,97.57,InStock
Mid-century desks below $150,Athena 40.5 in White Marble Computer Desk with Storage,1,"Novogratz Athena 40.5 in. White Marble Computer Desk with Storage, a mid-century modern piece with a stylish marble effect, perfect for any decor, priced at $97.57.",,"Add some mid-century style to your space with the Novogratz Athena Computer Desk with Storage. This easy to clean Desk features a faux white marble finish on the PVC laminated particleboard that pairs with the gold powder-coated metal hairpin legs for an elegant, retro style.",Novogratz,97.57,InStock
Green marble desks under $50,Athena 40.5 in White Marble Computer Desk with Storage,0,"Novogratz Athena 40.5 in. White Marble Computer Desk with Storage, featuring a faux marble finish, priced at $97.57.",,"Add some mid-century style to your space with the Novogratz Athena Computer Desk with Storage. This easy to clean Desk features a faux white marble finish on the PVC laminated particleboard that pairs with the gold powder-coated metal hairpin legs for an elegant, retro style.",Novogratz,97.57,InStock
Modern desk with storage,Athena 40.5 in White Marble Computer Desk with Storage,1,"Novogratz Athena 40.5 in White Marble Computer Desk with Storage, mid-century style desk with marble effect, priced at $97.57.",,"Add some mid-century style to your space with the Novogratz Athena Computer Desk with Storage. This easy to clean Desk features a faux white marble finish on the PVC laminated particleboard that pairs with the gold powder-coated metal hairpin legs for an elegant, retro style.",Novogratz,97.57,InStock
Rustic computer desks around $100,39.5 in. Rustic Computer Desk,1,"Carnegy Avenue 39.5 in. Rustic Computer Desk, a foldable desk ideal for home offices, with a rustic wood finish, priced at $97.54.",,"Get into a normal work from home routine by setting up a dedicated office space to perform your work duties instead of the dining room table. When you need something simple and functional this folding computer desk is at your service. Setup your desktop or use as a laptop table. If you're short on space this foldable desk folds to 2.25 in. depth to store behind your sofa. Create a school environment at home for your remote learning student. This student desk can be used in the home or dorm room. No assembly required to get you working faster. The industrial style desk can be your all in. -one creative space for work, play and meals.",Carnegy Avenue,97.54,InStock
Rustic computer desks around $100,39.5 in. Rustic Computer Desk,1,"Carnegy Avenue 39.5 in. Rustic Computer Desk, a foldable desk ideal for home offices, with a rustic wood finish, priced at $97.54.",,"Get into a normal work from home routine by setting up a dedicated office space to perform your work duties instead of the dining room table. When you need something simple and functional this folding computer desk is at your service. Setup your desktop or use as a laptop table. If you're short on space this foldable desk folds to 2.25 in. depth to store behind your sofa. Create a school environment at home for your remote learning student. This student desk can be used in the home or dorm room. No assembly required to get you working faster. The industrial style desk can be your all in. -one creative space for work, play and meals.",Carnegy Avenue,97.54,InStock
Blue computer desks under $50,39.5 in. Rustic Computer Desk,0,"Carnegy Avenue 39.5 in. Rustic Computer Desk, foldable for home offices, priced at $97.54.",,"Get into a normal work from home routine by setting up a dedicated office space to perform your work duties instead of the dining room table. When you need something simple and functional this folding computer desk is at your service. Setup your desktop or use as a laptop table. If you're short on space this foldable desk folds to 2.25 in. depth to store behind your sofa. Create a school environment at home for your remote learning student. This student desk can be used in the home or dorm room. No assembly required to get you working faster. The industrial style desk can be your all in. -one creative space for work, play and meals.",Carnegy Avenue,97.54,InStock
Adjustable office chairs above $200,Black Office/Desk Chair,1,"Carnegy Avenue Black Office/Desk Chair, an ergonomic office chair with adjustable armrests and a pneumatic seat height adjustment, priced at $229.98.",,Feel like an executive when you pull this chair up to your professional office desk This office chair showcases a comfortably molded seat and slim profile back with flexible covering. This ergonomically contoured chair will give you the support that you need to complete a day's work. Turn the tilt tension adjustment knob to increase or decrease the amount of force needed to rock or recline. Lock the seat in place with the tilt lock mechanism. Chair rotates 360 to provide easy access to a greater range of area. A pneumatic seat height adjustment lever lets you easily position the chair at a height that is most comfortable for you. Adjustable armrests provide support by relieving the pressure off the shoulders and neck Take your office space to new heights with this High Back Leather Executive Swivel with Adjustable Armrests.,Carnegy Avenue,229.98,InStock
Adjustable office chairs above $200,Black Office/Desk Chair,1,"Carnegy Avenue Black Office/Desk Chair, an ergonomic office chair with adjustable armrests and a pneumatic seat height adjustment, priced at $229.98.",,Feel like an executive when you pull this chair up to your professional office desk This office chair showcases a comfortably molded seat and slim profile back with flexible covering. This ergonomically contoured chair will give you the support that you need to complete a day's work. Turn the tilt tension adjustment knob to increase or decrease the amount of force needed to rock or recline. Lock the seat in place with the tilt lock mechanism. Chair rotates 360 to provide easy access to a greater range of area. A pneumatic seat height adjustment lever lets you easily position the chair at a height that is most comfortable for you. Adjustable armrests provide support by relieving the pressure off the shoulders and neck Take your office space to new heights with this High Back Leather Executive Swivel with Adjustable Armrests.,Carnegy Avenue,229.98,InStock
Brown desk chairs around $200,Black Office/Desk Chair,1,"Carnegy Avenue Black Office/Desk Chair, ergonomically designed for comfort, priced at $229.98.",,Feel like an executive when you pull this chair up to your professional office desk This office chair showcases a comfortably molded seat and slim profile back with flexible covering. This ergonomically contoured chair will give you the support that you need to complete a day's work. Turn the tilt tension adjustment knob to increase or decrease the amount of force needed to rock or recline. Lock the seat in place with the tilt lock mechanism. Chair rotates 360 to provide easy access to a greater range of area. A pneumatic seat height adjustment lever lets you easily position the chair at a height that is most comfortable for you. Adjustable armrests provide support by relieving the pressure off the shoulders and neck Take your office space to new heights with this High Back Leather Executive Swivel with Adjustable Armrests.,Carnegy Avenue,229.98,InStock
Stylish office chairs above $200,Black Office/Desk Chair,1,"Carnegy Avenue Black Office/Desk Chair, ergonomically designed with adjustable armrests for professional use, priced at $229.98.",,Feel like an executive when you pull this chair up to your professional office desk This office chair showcases a comfortably molded seat and slim profile back with flexible covering. This ergonomically contoured chair will give you the support that you need to complete a day's work. Turn the tilt tension adjustment knob to increase or decrease the amount of force needed to rock or recline. Lock the seat in place with the tilt lock mechanism. Chair rotates 360 to provide easy access to a greater range of area. A pneumatic seat height adjustment lever lets you easily position the chair at a height that is most comfortable for you. Adjustable armrests provide support by relieving the pressure off the shoulders and neck Take your office space to new heights with this High Back Leather Executive Swivel with Adjustable Armrests.,Carnegy Avenue,229.98,InStock
White office chairs under $100,Black Office/Desk Chair,0,"Carnegy Avenue Black Office/Desk Chair, ergonomically designed with adjustable armrests, priced at $229.98.",,Feel like an executive when you pull this chair up to your professional office desk This office chair showcases a comfortably molded seat and slim profile back with flexible covering. This ergonomically contoured chair will give you the support that you need to complete a day's work. Turn the tilt tension adjustment knob to increase or decrease the amount of force needed to rock or recline. Lock the seat in place with the tilt lock mechanism. Chair rotates 360 to provide easy access to a greater range of area. A pneumatic seat height adjustment lever lets you easily position the chair at a height that is most comfortable for you. Adjustable armrests provide support by relieving the pressure off the shoulders and neck Take your office space to new heights with this High Back Leather Executive Swivel with Adjustable Armrests.,Carnegy Avenue,229.98,InStock
